User ID,Subscription Type,Monthly Revenue,Country,Age,Gender,Device,Daily_Watch_Time,Subscription_Status
473,Standard,1133,United Kingdom,46,Female,Smartphone,4,1
474,Standard,1379,Australia,38,Male,Smartphone,3.2,0
475,Basic,1364,Germany,31,Female,Smart TV,3.5,0
476,Premium,1396,France,31,Female,Laptop,2.3,0
477,Basic,1067,Brazil,50,Male,Laptop,2.2,0
478,Standard,1021,Mexico,32,Male,Laptop,2.1,0
479,Premium,1096,Spain,38,Female,Smartphone,1.8,0
480,Basic,1066,Italy,37,Female,Laptop,1.6,0
481,Premium,1029,United States,36,Male,Smart TV,1.6,1
482,Basic,1244,Canada,30,Male,Smart TV,3.4,0
483,Standard,1345,United Kingdom,28,Male,Smart TV,2.8,1
484,Standard,1127,Australia,40,Male,Smartphone,1.2,0
485,Basic,1394,Germany,28,Female,Tablet,2.8,1
486,Premium,1121,France,37,Female,Laptop,1.2,0
487,Basic,1057,Brazil,30,Male,Smart TV,4,0
488,Standard,1373,Mexico,33,Female,Smart TV,2.6,1
489,Premium,1181,Spain,49,Male,Tablet,4.3,1
490,Basic,1431,Italy,36,Female,Smart TV,3,0
491,Premium,1251,United States,28,Female,Smartphone,1.4,1
492,Basic,1285,Canada,51,Male,Tablet,2.3,1
493,Standard,1495,United Kingdom,35,Female,Smartphone,4.5,0
494,Standard,1389,Australia,31,Male,Smart TV,3.8,1
495,Basic,1492,Germany,39,Male,Smartphone,1.7,1
496,Premium,1459,France,51,Female,Laptop,1.8,1
497,Basic,1392,Brazil,44,Male,Smartphone,4.8,0
498,Standard,1141,Mexico,41,Female,Smartphone,4.3,0
499,Premium,1058,Spain,28,Female,Laptop,3.6,1
500,Basic,1044,Italy,38,Male,Laptop,4.2,1
501,Premium,1346,Spain,43,Male,Smartphone,3,0
502,Basic,1468,Spain,38,Male,Smartphone,1.4,1
503,Standard,1018,United States,30,Male,Tablet,3.6,1
504,Standard,1086,Canada,32,Female,Laptop,3,0
505,Basic,1187,United States,35,Male,Smartphone,4.7,0
506,Premium,1278,United States,27,Male,Smart TV,4.6,0
507,Basic,1034,Canada,49,Female,Tablet,4.5,1
508,Standard,1072,United Kingdom,42,Female,Tablet,1,0
509,Premium,1032,Australia,40,Male,Smartphone,1.4,0
510,Basic,1054,Germany,43,Female,Tablet,4.9,0
511,Premium,1063,France,44,Female,Smart TV,3.7,1
512,Basic,1246,Brazil,32,Male,Tablet,2.5,1
513,Standard,1095,Mexico,50,Male,Tablet,4.1,1
514,Standard,1358,Spain,35,Male,Tablet,3.4,1
515,Basic,1386,Italy,44,Female,Laptop,1.3,0
516,Premium,1017,Spain,42,Female,Smart TV,4.1,1
517,Basic,1479,Spain,34,Female,Smart TV,1.9,1
518,Standard,1159,United States,37,Female,Tablet,1.4,1
519,Premium,1423,Canada,43,Male,Smartphone,3.8,0
520,Basic,1118,United States,32,Male,Smart TV,4,1
521,Basic,1059,United States,33,Female,Smart TV,3.4,0
522,Basic,1289,Canada,32,Female,Tablet,1.7,0
523,Standard,1178,United Kingdom,41,Male,Smartphone,1.1,0
524,Premium,1413,Australia,31,Male,Tablet,1.5,1
525,Basic,1046,Germany,44,Male,Tablet,3.7,1
526,Basic,1076,France,49,Male,Laptop,2.2,0
527,Premium,1493,Brazil,48,Female,Tablet,3.1,1
528,Standard,1147,Mexico,42,Female,Smartphone,1.9,0
529,Standard,1300,Spain,50,Female,Laptop,2.5,0
530,Basic,1497,Italy,49,Female,Smart TV,2.1,0
531,Premium,1402,Spain,30,Female,Laptop,1,0
532,Standard,1363,Spain,38,Male,Laptop,5,0
533,Basic,1171,United States,38,Male,Smartphone,2.2,1
534,Standard,1368,Canada,39,Female,Smart TV,4.7,0
535,Premium,1153,United States,42,Female,Laptop,1.7,1
536,Basic,1461,United States,28,Male,Smart TV,4.5,0
537,Premium,1386,Canada,38,Male,Smartphone,3.8,1
538,Standard,1476,United Kingdom,40,Female,Tablet,1.7,1
539,Basic,1179,Australia,30,Female,Tablet,3.5,0
540,Standard,1111,Germany,40,Male,Smartphone,2.8,1
541,Premium,1251,France,31,Male,Smart TV,3.8,1
542,Basic,1032,Brazil,41,Male,Smartphone,2.9,0
543,Standard,1225,Mexico,37,Male,Smartphone,1.8,1
544,Premium,1312,Spain,49,Male,Tablet,3.1,1
545,Basic,1280,Italy,29,Male,Smart TV,1.9,0
546,Premium,1429,Spain,31,Male,Smart TV,4.6,0
547,Basic,1032,Spain,39,Male,Tablet,4.5,0
548,Standard,1095,United States,51,Female,Smartphone,2.3,0
549,Standard,1130,Canada,38,Female,Smartphone,1.6,0
550,Basic,1413,United States,29,Female,Tablet,1.8,1
551,Premium,1417,United States,41,Female,Laptop,2.6,0
552,Basic,1400,Canada,48,Female,Tablet,1.9,0
553,Standard,1205,United Kingdom,39,Male,Smart TV,3,1
554,Premium,1126,Australia,37,Male,Smartphone,1.9,1
555,Basic,1202,Germany,37,Female,Smartphone,1.8,1
556,Premium,1192,France,34,Male,Smartphone,3.9,1
557,Basic,1142,Brazil,37,Male,Smartphone,2.4,1
558,Standard,1311,Mexico,37,Female,Smart TV,3.5,1
559,Standard,1344,Spain,51,Female,Tablet,2.2,1
560,Basic,1421,Italy,45,Male,Laptop,4.9,0
561,Premium,1080,Spain,29,Female,Laptop,4.3,0
562,Basic,1053,Spain,37,Male,Laptop,3.8,1
563,Standard,1056,United States,34,Male,Tablet,4.3,1
564,Premium,1417,Canada,35,Male,Smartphone,1.4,0
565,Basic,1300,United States,29,Male,Laptop,1.4,0
566,Premium,1213,United States,45,Male,Tablet,2.8,0
567,Basic,1419,Canada,36,Male,Smart TV,4.8,1
568,Standard,1407,United Kingdom,27,Female,Laptop,1.9,1
569,Standard,1045,Australia,31,Female,Laptop,2,0
570,Basic,1477,Germany,41,Female,Laptop,2.2,1
571,Premium,1214,France,37,Male,Smart TV,2.1,1
572,Basic,1080,Brazil,49,Female,Tablet,1.9,0
573,Standard,1284,Mexico,37,Female,Smart TV,4.2,0
574,Premium,1299,Spain,36,Female,Smartphone,4.3,1
575,Basic,1125,Italy,38,Female,Smart TV,3.7,0
576,Premium,1161,Spain,49,Female,Tablet,2.3,0
577,Basic,1071,Spain,31,Male,Laptop,1.3,1
578,Standard,1265,United States,29,Female,Laptop,3.9,1
579,Standard,1440,Canada,35,Female,Tablet,1.9,0
580,Basic,1041,United States,46,Female,Tablet,3,0
581,Premium,1124,United States,29,Female,Laptop,3.9,1
582,Basic,1184,Canada,43,Female,Laptop,4.1,0
583,Standard,1078,United Kingdom,38,Female,Tablet,4.3,1
584,Premium,1038,Australia,48,Female,Smart TV,4.2,0
585,Basic,1043,Germany,41,Male,Laptop,3.2,0
586,Premium,1331,France,51,Female,Laptop,1.2,1
587,Basic,1207,Brazil,39,Male,Smart TV,3,0
588,Standard,1041,Mexico,31,Male,Smartphone,2.5,0
589,Standard,1212,Spain,28,Male,Laptop,3.3,0
590,Basic,1204,Italy,47,Male,Laptop,1.9,1
591,Premium,1484,Spain,35,Female,Smart TV,4.8,1
592,Basic,1274,Spain,33,Male,Smartphone,2.3,1
593,Standard,1417,United States,41,Male,Smartphone,4.8,1
594,Premium,1455,Canada,38,Female,Smart TV,3.6,0
595,Basic,1050,United States,49,Male,Laptop,5,0
596,Basic,1229,United States,29,Female,Smart TV,1.4,1
597,Basic,1497,Canada,50,Male,Laptop,2.1,0
598,Standard,1297,United Kingdom,29,Female,Tablet,1.7,0
599,Premium,1243,Australia,44,Male,Smart TV,2.7,1
600,Basic,1223,Germany,36,Female,Smart TV,4.7,0
601,Basic,1133,France,46,Female,Smart TV,4,0
602,Premium,1098,Brazil,30,Male,Smartphone,2.5,0
603,Standard,1025,Mexico,46,Female,Tablet,1.3,1
604,Standard,1394,Spain,33,Male,Smartphone,2.1,1
605,Basic,1111,Italy,46,Female,Tablet,2.5,0
606,Premium,1243,Spain,50,Male,Tablet,4.4,1
607,Standard,1003,Spain,27,Female,Smart TV,3.3,0
608,Basic,1080,United States,48,Female,Smart TV,4.5,0
609,Standard,1017,Canada,50,Female,Smartphone,2.4,0
610,Premium,1195,United States,28,Female,Tablet,2.8,0
611,Basic,1217,United States,29,Female,Smartphone,4.5,1
612,Premium,1431,Canada,36,Male,Smart TV,3.4,1
613,Standard,1388,United Kingdom,51,Male,Laptop,4.2,1
614,Basic,1185,Australia,51,Male,Smartphone,2.1,0
615,Standard,1238,Germany,43,Male,Smart TV,1.9,1
616,Premium,1484,France,38,Female,Laptop,2.8,0
617,Basic,1247,Brazil,45,Female,Smartphone,3.9,0
618,Standard,1343,Mexico,28,Female,Smart TV,5,0
619,Premium,1358,Spain,27,Male,Smartphone,1.5,1
620,Basic,1271,Italy,41,Female,Smartphone,2.6,1
621,Premium,1289,Spain,49,Male,Smart TV,4.7,0
622,Basic,1293,Spain,35,Male,Smartphone,2.6,0
623,Standard,1314,United States,29,Female,Smart TV,3.4,0
624,Standard,1428,Canada,42,Male,Smartphone,4.1,0
625,Basic,1138,United States,33,Male,Tablet,4.7,0
626,Premium,1380,United States,30,Male,Laptop,2.5,1
627,Basic,1194,Canada,43,Female,Smart TV,4.3,0
628,Standard,1287,United Kingdom,42,Male,Smartphone,3.2,1
629,Premium,1451,Australia,39,Male,Tablet,2,1
630,Basic,1404,Germany,32,Female,Smart TV,4.1,1
631,Premium,1486,France,31,Male,Smartphone,2.1,0
632,Basic,1112,Brazil,39,Male,Smartphone,2.8,1
633,Standard,1050,Mexico,41,Female,Smartphone,3.3,1
634,Standard,1169,Spain,51,Female,Smart TV,3.1,0
635,Basic,1023,Italy,29,Male,Laptop,4.6,0
636,Premium,1278,Spain,33,Female,Smart TV,3.4,1
637,Basic,1010,Spain,51,Female,Tablet,4,1
638,Standard,1305,United States,38,Male,Tablet,2.5,1
639,Premium,1023,Canada,37,Female,Laptop,2.4,1
640,Basic,1018,United States,50,Female,Laptop,1.4,0
641,Premium,1241,United States,33,Male,Tablet,4,0
642,Basic,1132,Canada,27,Male,Laptop,2.9,0
643,Standard,1033,United Kingdom,50,Female,Smartphone,1.6,1
644,Standard,1338,Australia,47,Female,Laptop,1.2,1
645,Basic,1206,Germany,41,Male,Laptop,1.8,0
646,Premium,1290,France,49,Female,Laptop,3.5,1
647,Basic,1403,Brazil,32,Male,Smart TV,3.4,1
648,Standard,1433,Mexico,38,Female,Smartphone,1.5,0
649,Premium,1156,Spain,38,Female,Smartphone,3.8,0
650,Basic,1047,Italy,28,Female,Smart TV,4.2,0
651,Premium,1142,Spain,31,Male,Tablet,4.8,1
652,Basic,1290,Spain,39,Female,Smartphone,2,0
653,Standard,1136,United States,28,Female,Smartphone,3.5,1
654,Standard,1089,Canada,30,Female,Smartphone,3.5,1
655,Basic,1269,United States,42,Male,Tablet,1.8,0
656,Premium,1439,United States,33,Female,Laptop,4.7,1
657,Basic,1010,Canada,34,Female,Smart TV,2.2,0
658,Standard,1017,United Kingdom,49,Female,Smart TV,4.5,0
659,Premium,1290,Australia,41,Male,Laptop,4,0
660,Basic,1238,Germany,28,Male,Smart TV,4.6,0
661,Premium,1137,France,49,Female,Laptop,3.4,0
662,Basic,1247,Brazil,49,Male,Tablet,4.1,1
663,Standard,1429,Mexico,36,Male,Tablet,1.7,0
664,Standard,1007,Spain,31,Male,Smart TV,1.1,0
665,Basic,1157,Italy,38,Male,Smartphone,3.4,0
666,Premium,1336,Spain,34,Female,Tablet,1.2,1
667,Basic,1221,Spain,51,Female,Smartphone,4.7,0
668,Standard,1032,United States,49,Male,Smart TV,1,1
669,Premium,1321,Canada,27,Female,Tablet,1.1,1
670,Basic,1381,United States,38,Male,Smart TV,1.8,1
671,Basic,1210,United States,51,Male,Tablet,1.3,1
672,Basic,1129,Canada,47,Female,Tablet,4.8,1
673,Standard,1286,United Kingdom,37,Male,Smartphone,2.2,1
674,Premium,1294,Australia,37,Female,Laptop,5,1
675,Basic,1060,Germany,39,Female,Tablet,2.4,0
676,Basic,1398,France,31,Male,Smartphone,2.4,0
677,Premium,1271,Brazil,36,Male,Smart TV,2.7,1
678,Standard,1226,Mexico,42,Female,Smart TV,1.4,0
679,Standard,1337,Spain,49,Male,Laptop,1,0
680,Basic,1058,Italy,44,Female,Laptop,3.8,0
681,Premium,1056,Spain,33,Male,Laptop,4.6,0
682,Standard,1173,Spain,42,Male,Tablet,4.1,0
683,Basic,1485,United States,39,Male,Smartphone,2.7,0
684,Standard,1243,Canada,49,Male,Smartphone,5,1
685,Premium,1247,United States,31,Male,Smartphone,1.1,0
686,Basic,1022,United States,37,Male,Tablet,2.6,0
687,Premium,1426,Canada,30,Female,Tablet,2.5,1
688,Standard,1474,United Kingdom,42,Male,Smartphone,2.4,1
689,Basic,1222,Australia,37,Female,Smart TV,1.1,0
690,Standard,1342,Germany,36,Male,Laptop,5,1
691,Premium,1072,France,28,Female,Laptop,2.4,0
692,Basic,1117,Brazil,36,Male,Tablet,2.2,0
693,Standard,1294,Mexico,31,Female,Tablet,4.5,0
694,Premium,1417,Spain,46,Male,Smart TV,3.3,1
695,Basic,1345,Italy,28,Male,Laptop,3.6,0
696,Premium,1141,Spain,31,Male,Tablet,1.9,0
697,Basic,1251,Spain,43,Male,Smart TV,3.5,0
698,Standard,1169,United States,28,Male,Laptop,2.6,1
699,Standard,1169,Canada,32,Female,Smartphone,4.4,1
700,Basic,1295,United States,31,Female,Laptop,3.7,0
701,Premium,1369,United States,45,Male,Smart TV,4.7,1
702,Basic,1332,Canada,36,Male,Smartphone,4.9,1
703,Standard,1218,United Kingdom,35,Male,Laptop,4.9,0
704,Premium,1474,Australia,27,Female,Tablet,3.8,1
705,Basic,1052,Germany,32,Male,Laptop,3.7,0
706,Premium,1173,France,46,Female,Smartphone,1.2,1
707,Basic,1422,Brazil,36,Male,Smart TV,2.2,0
708,Standard,1232,Mexico,39,Male,Laptop,4.6,0
709,Standard,1033,Spain,48,Female,Smart TV,1,0
710,Basic,1095,Italy,48,Female,Smart TV,3,0
711,Premium,1273,Spain,27,Female,Laptop,2.2,1
712,Basic,1061,Spain,45,Male,Tablet,2.6,0
713,Standard,1423,United States,30,Male,Laptop,3.6,1
714,Premium,1484,Canada,29,Male,Tablet,2.4,1
715,Basic,1251,United States,43,Female,Laptop,4.9,0
716,Premium,1050,United States,43,Male,Laptop,1.2,0
717,Basic,1372,Canada,39,Female,Tablet,4.8,0
718,Standard,1079,United Kingdom,27,Male,Tablet,2.4,0
719,Standard,1142,Australia,33,Female,Tablet,2.1,1
720,Basic,1136,Germany,32,Female,Tablet,5,0
721,Premium,1164,France,37,Female,Tablet,4.3,1
722,Basic,1065,Brazil,45,Male,Smartphone,3.2,0
723,Standard,1015,Mexico,40,Female,Smartphone,4.9,1
724,Premium,1248,Spain,44,Male,Laptop,3,0
725,Basic,1019,Italy,29,Female,Tablet,1,0
726,Premium,1348,Spain,50,Male,Laptop,4.3,1
727,Basic,1220,Spain,32,Female,Laptop,3.6,0
728,Standard,1020,United States,39,Male,Laptop,2.5,0
729,Standard,1470,Canada,43,Female,Smartphone,4.3,0
730,Basic,1340,United States,49,Female,Smartphone,4.9,1
731,Premium,1212,United States,30,Male,Tablet,1.8,1
732,Basic,1073,Canada,47,Male,Tablet,1.7,0
733,Standard,1152,United Kingdom,51,Female,Laptop,3.7,0
734,Premium,1191,Australia,40,Male,Tablet,2.6,0
735,Basic,1014,Germany,40,Male,Laptop,4.6,1
736,Premium,1322,France,49,Male,Smartphone,2.8,1
737,Basic,1342,Brazil,43,Female,Tablet,1.3,1
738,Standard,1285,Mexico,44,Female,Smartphone,5,0
739,Standard,1344,Spain,27,Male,Smartphone,1.6,0
740,Basic,1211,Italy,30,Male,Tablet,1.6,0
741,Premium,1313,Spain,47,Male,Smart TV,2.5,1
742,Basic,1190,Spain,51,Male,Smartphone,4.1,0
743,Standard,1252,United States,31,Female,Laptop,1.6,0
744,Premium,1268,Canada,34,Female,Tablet,2.8,0
745,Basic,1371,United States,28,Female,Laptop,4.4,1
746,Basic,1131,United States,32,Male,Smartphone,4.4,0
747,Basic,1283,Canada,41,Male,Smart TV,3.8,1
748,Standard,1434,United Kingdom,40,Male,Smart TV,2.1,0
749,Premium,1466,Australia,46,Male,Smart TV,3.6,1
750,Basic,1095,Germany,47,Male,Smart TV,2.1,0
751,Basic,1098,France,45,Female,Laptop,1.8,1
752,Premium,1051,Brazil,28,Female,Smartphone,3.8,0
753,Standard,1225,Mexico,43,Female,Smartphone,1.6,0
754,Standard,1441,Spain,41,Male,Laptop,4.3,0
755,Basic,1317,Italy,32,Male,Tablet,2.6,1
756,Premium,1393,Spain,44,Female,Smartphone,3.7,1
757,Standard,1348,Spain,32,Male,Laptop,1.6,0
758,Basic,1375,United States,47,Male,Laptop,3,0
759,Standard,1475,Canada,37,Male,Smart TV,3.5,0
760,Premium,1496,United States,40,Female,Smartphone,3.4,0
761,Basic,1044,United States,48,Female,Smart TV,3.9,0
762,Premium,1009,Canada,48,Male,Laptop,2.9,0
763,Standard,1420,United Kingdom,35,Male,Laptop,4.6,0
764,Basic,1287,Australia,28,Male,Smart TV,4.5,1
765,Standard,1273,Germany,35,Female,Smart TV,4.2,1
766,Premium,1067,France,43,Male,Smartphone,4.7,0
767,Basic,1417,Brazil,39,Male,Laptop,3.2,1
768,Standard,1231,Mexico,38,Female,Laptop,2.2,0
769,Premium,1029,Spain,36,Female,Smart TV,2,0
770,Basic,1293,Italy,42,Female,Laptop,4.1,0
771,Premium,1485,Spain,27,Male,Tablet,3.2,0
772,Basic,1112,Spain,48,Male,Laptop,4.9,1
773,Standard,1316,United States,27,Female,Smart TV,2.1,1
774,Standard,1422,Canada,49,Male,Smartphone,3.7,0
775,Basic,1367,United States,29,Male,Tablet,3.7,1
776,Premium,1490,United States,44,Male,Laptop,4.9,1
777,Basic,1376,Canada,31,Male,Smartphone,5,0
778,Standard,1493,United Kingdom,33,Male,Tablet,3.5,0
779,Premium,1488,Australia,36,Female,Smart TV,2.3,0
780,Basic,1021,Germany,43,Female,Laptop,3.3,1
781,Premium,1434,France,30,Female,Smartphone,4.4,0
782,Basic,1486,Brazil,44,Female,Laptop,3.3,0
783,Standard,1236,Mexico,37,Female,Laptop,1.9,1
784,Standard,1084,Spain,27,Male,Laptop,3.8,1
785,Basic,1126,Italy,35,Female,Laptop,1.1,0
786,Premium,1017,Spain,32,Male,Smart TV,3.9,1
787,Basic,1017,Spain,49,Female,Laptop,4.3,1
788,Standard,1187,United States,45,Female,Tablet,2.7,0
789,Premium,1081,Canada,33,Female,Smartphone,4.4,1
790,Basic,1107,United States,37,Female,Smartphone,2.9,0
791,Premium,1168,United States,29,Male,Smartphone,3,0
792,Basic,1397,Canada,45,Male,Smart TV,4.3,0
793,Standard,1050,United Kingdom,42,Female,Smartphone,3,1
794,Standard,1325,Australia,32,Female,Smart TV,4.5,1
795,Basic,1211,Germany,47,Male,Smartphone,4.9,0
796,Premium,1106,France,27,Male,Smart TV,4.8,1
797,Basic,1051,Brazil,35,Male,Tablet,1.8,0
798,Standard,1085,Mexico,35,Male,Laptop,1.4,1
799,Premium,1259,Spain,48,Male,Tablet,1.8,0
800,Basic,1179,Italy,36,Male,Smartphone,3,0
801,Premium,1262,Spain,46,Male,Smartphone,3.5,1
802,Basic,1113,Spain,33,Female,Smartphone,3.6,1
803,Standard,1373,United States,43,Male,Smart TV,3.8,0
804,Standard,1105,Canada,47,Female,Smartphone,1.3,1
805,Basic,1266,United States,39,Female,Laptop,2.3,1
806,Premium,1090,United States,30,Female,Laptop,4.1,0
807,Basic,1236,Canada,46,Male,Tablet,2.5,0
808,Standard,1320,United Kingdom,39,Male,Smart TV,3.9,1
809,Premium,1189,Australia,28,Male,Smartphone,4.5,1
810,Basic,1440,Germany,38,Male,Smartphone,2.1,0
811,Premium,1099,France,36,Male,Laptop,1.3,1
812,Basic,1055,Brazil,33,Male,Laptop,2.7,0
813,Standard,1389,Mexico,50,Male,Smartphone,1.4,1
814,Standard,1357,Spain,38,Male,Smartphone,3.6,1
815,Basic,1098,Italy,29,Male,Smartphone,4.7,1
816,Premium,1287,Spain,47,Female,Smart TV,1.6,0
817,Basic,1152,Spain,31,Female,Tablet,2,1
818,Standard,1390,United States,40,Male,Tablet,3.7,1
819,Premium,1367,Canada,50,Male,Laptop,4.1,1
820,Basic,1164,United States,43,Female,Tablet,2,1
821,Basic,1353,United States,35,Female,Laptop,5,0
822,Basic,1255,Canada,36,Male,Laptop,5,1
823,Standard,1284,United Kingdom,30,Male,Smartphone,3.6,0
824,Premium,1314,Australia,47,Female,Smartphone,1.6,0
825,Basic,1144,Germany,30,Female,Laptop,4.9,1
826,Basic,1098,France,37,Male,Smart TV,1.5,0
827,Premium,1481,Brazil,34,Male,Smartphone,4.8,0
828,Standard,1181,Mexico,33,Female,Smart TV,2,0
829,Standard,1406,Spain,31,Male,Tablet,3.5,1
830,Basic,1406,Italy,30,Female,Smartphone,1,0
831,Premium,1012,Spain,35,Male,Smartphone,4.3,1
832,Standard,1354,Spain,40,Female,Tablet,3.8,1
833,Basic,1030,United States,29,Male,Smartphone,2.4,1
834,Standard,1052,Canada,34,Female,Smart TV,1.8,0
835,Premium,1418,United States,31,Male,Laptop,2.9,1
836,Basic,1374,United States,28,Male,Laptop,4.2,1
837,Premium,1350,Canada,46,Female,Smart TV,1.3,1
838,Standard,1024,United Kingdom,38,Male,Smartphone,3.8,1
839,Basic,1018,Australia,35,Female,Laptop,1.9,0
840,Standard,1309,Germany,49,Male,Smartphone,1,0
841,Premium,1310,France,42,Male,Smartphone,1.5,1
842,Basic,1388,Brazil,37,Female,Laptop,1.8,0
843,Standard,1373,Mexico,39,Female,Smartphone,4.1,0
844,Premium,1273,Spain,47,Female,Smart TV,3.4,1
845,Basic,1085,Italy,49,Male,Smartphone,4.7,1
846,Premium,1085,Spain,35,Male,Laptop,2,0
847,Basic,1024,Spain,36,Female,Smart TV,1.4,1
848,Standard,1040,United States,40,Male,Tablet,2.5,1
849,Standard,1090,Canada,30,Female,Smart TV,1.9,0
850,Basic,1150,United States,51,Female,Smart TV,3.8,1
851,Premium,1274,United States,47,Male,Laptop,4.5,0
852,Basic,1490,Canada,47,Female,Laptop,1.1,0
853,Standard,1139,United Kingdom,39,Male,Tablet,3,0
854,Premium,1391,Australia,49,Male,Smart TV,1.9,0
855,Basic,1191,Germany,33,Male,Laptop,1.4,1
856,Premium,1204,France,32,Female,Smart TV,1.2,1
857,Basic,1073,Brazil,40,Male,Smartphone,3.8,1
858,Standard,1279,Mexico,40,Female,Laptop,2,1
859,Standard,1466,Spain,51,Female,Tablet,2.2,0
860,Basic,1346,Italy,50,Male,Smart TV,2.8,1
861,Premium,1294,Spain,50,Female,Smart TV,3.4,1
862,Basic,1032,Spain,47,Male,Smartphone,1.1,1
863,Standard,1014,United States,35,Male,Laptop,1.3,1
864,Premium,1405,Canada,31,Male,Tablet,5,1
865,Basic,1194,United States,36,Male,Smartphone,1,1
866,Premium,1141,United States,41,Female,Smart TV,3.7,1
867,Basic,1444,Canada,49,Female,Tablet,1.7,1
868,Standard,1018,United Kingdom,34,Female,Tablet,4.9,0
869,Standard,1187,Australia,30,Female,Tablet,2.8,1
870,Basic,1388,Germany,38,Male,Laptop,2.3,1
871,Premium,1169,France,45,Male,Tablet,3.4,0
872,Basic,1080,Brazil,42,Female,Laptop,1.6,1
873,Standard,1382,Mexico,42,Female,Smart TV,2,0
874,Premium,1021,Spain,31,Male,Smart TV,2.6,1
875,Basic,1489,Italy,28,Male,Smart TV,2.2,1
876,Premium,1352,Spain,44,Male,Tablet,2.4,0
877,Basic,1346,Spain,30,Male,Smart TV,2.1,1
878,Standard,1351,United States,33,Male,Smartphone,5,0
879,Standard,1257,Canada,42,Female,Tablet,4.5,0
880,Basic,1141,United States,31,Male,Smart TV,2.9,0
881,Premium,1330,United States,31,Female,Smartphone,1.7,1
882,Basic,1200,Canada,46,Female,Smart TV,2.2,0
883,Standard,1213,United Kingdom,28,Female,Tablet,4.7,0
884,Premium,1179,Australia,50,Male,Tablet,4,0
885,Basic,1086,Germany,34,Male,Tablet,3.7,1
886,Premium,1058,France,45,Female,Smart TV,1.6,0
887,Basic,1474,Brazil,38,Female,Laptop,2.7,0
888,Standard,1441,Mexico,42,Female,Laptop,4.8,1
889,Standard,1215,Spain,45,Female,Smartphone,3.1,0
890,Basic,1102,Italy,44,Male,Smart TV,3.2,0
891,Premium,1110,Spain,50,Female,Smart TV,2.6,0
892,Basic,1462,Spain,38,Male,Tablet,2.1,1
893,Standard,1473,United States,42,Female,Smart TV,4,1
894,Premium,1486,Canada,50,Male,Smart TV,2,0
895,Basic,1230,United States,30,Male,Smartphone,4.1,0
896,Basic,1173,United States,47,Female,Smartphone,4.6,1
897,Basic,1473,Canada,32,Female,Laptop,2.4,1
898,Standard,1116,United Kingdom,31,Female,Tablet,2,0
899,Premium,1180,Australia,37,Male,Laptop,1.1,0
900,Basic,1272,Germany,32,Female,Smartphone,4.9,1
901,Basic,1290,France,29,Male,Smartphone,1.2,0
902,Premium,1259,Brazil,28,Male,Tablet,3.4,1
903,Standard,1270,Mexico,42,Male,Laptop,2.5,0
904,Standard,1187,Spain,37,Male,Tablet,2.4,0
905,Basic,1115,Italy,38,Female,Laptop,4.8,0
906,Premium,1174,Spain,32,Male,Smart TV,2.5,1
907,Standard,1403,Spain,48,Male,Laptop,1.8,1
908,Basic,1462,United States,46,Female,Smart TV,1.9,0
909,Standard,1081,Canada,30,Male,Tablet,2.8,0
910,Premium,1389,United States,40,Female,Smart TV,4.6,0
911,Basic,1213,United States,29,Male,Smart TV,1.3,1
912,Premium,1289,Canada,41,Male,Tablet,1.4,1
913,Standard,1470,United Kingdom,32,Male,Laptop,4.8,1
914,Basic,1384,Australia,44,Female,Smart TV,1,1
915,Standard,1078,Germany,41,Male,Laptop,3.9,0
916,Premium,1352,France,50,Female,Smartphone,1.4,1
917,Basic,1341,Brazil,33,Female,Tablet,3.7,0
918,Standard,1302,Mexico,34,Female,Smart TV,4.5,1
919,Premium,1386,Spain,40,Male,Smartphone,1.3,0
920,Basic,1150,Italy,34,Female,Tablet,2.3,0
921,Premium,1023,Spain,27,Female,Smart TV,1.1,0
922,Basic,1196,Spain,34,Male,Tablet,3.1,1
923,Standard,1247,United States,28,Male,Tablet,4.6,0
924,Standard,1065,Canada,37,Female,Smart TV,4,0
925,Basic,1227,United States,27,Female,Laptop,5,0
926,Premium,1293,United States,33,Female,Laptop,1.3,0
927,Basic,1412,Canada,42,Male,Laptop,3.3,1
928,Standard,1315,United Kingdom,49,Male,Smartphone,2.3,0
929,Premium,1328,Australia,44,Male,Smart TV,3.7,0
930,Basic,1124,Germany,47,Male,Laptop,1.7,0
931,Premium,1120,France,33,Male,Laptop,1.4,1
932,Basic,1053,Brazil,37,Male,Smart TV,3.1,1
933,Standard,1223,Mexico,35,Male,Laptop,1.3,0
934,Standard,1371,Spain,34,Female,Smartphone,5,1
935,Basic,1441,Italy,44,Male,Smartphone,3.7,1
936,Premium,1044,Spain,29,Male,Tablet,1.7,1
937,Basic,1340,Spain,38,Male,Smartphone,4.8,1
938,Standard,1045,United States,46,Male,Smart TV,3.2,0
939,Premium,1265,Canada,29,Male,Tablet,1.1,1
940,Basic,1488,United States,48,Female,Smart TV,1.9,0
941,Premium,1472,United States,36,Male,Smart TV,1.7,0
942,Basic,1056,Canada,43,Male,Laptop,2.4,0
943,Standard,1325,United Kingdom,42,Female,Smart TV,4.8,1
944,Standard,1105,Australia,50,Male,Tablet,4.9,1
945,Basic,1468,Germany,39,Male,Laptop,3,1
946,Premium,1136,France,43,Female,Laptop,1.7,1
947,Basic,1437,Brazil,50,Female,Tablet,3.8,1
948,Standard,1171,Mexico,51,Male,Laptop,3.1,0
